,N,T,cf,reward,method,zcoef,seed
0,100,10,0.0,5.447376176393163,random,2.0,40
0,100,10,0.81075,18.507893939896892,full,2.0,40
0,100,10,0.65079,18.42712679367337,unaware,2.0,40
0,100,10,0.010090000000000002,15.592843081135062,ours,2.0,40
0,100,10,0.0,5.554495788314337,random,2.0,41
0,100,10,0.78772,18.70465170549581,full,2.0,41
0,100,10,0.6557600000000001,18.62972157349813,unaware,2.0,41
0,100,10,0.021359999999999997,15.830710162177127,ours,2.0,41
0,100,10,0.0,5.48499326888563,random,2.0,42
0,100,10,0.66747,18.322168286308433,full,2.0,42
0,100,10,0.6823400000000002,18.50683219737483,unaware,2.0,42
0,100,10,0.013449999999999998,15.547194041609655,ours,2.0,42
0,100,10,0.0,5.387655741664528,random,2.0,43
0,100,10,0.92594,18.256793548049064,full,2.0,43
0,100,10,0.71244,18.410911258676972,unaware,2.0,43
0,100,10,0.037540000000000004,14.85479806751637,ours,2.0,43
0,100,10,0.0,5.33495551268285,random,2.0,44
0,100,10,0.9105599999999999,18.14627343822285,full,2.0,44
0,100,10,0.61914,18.143525741845924,unaware,2.0,44
0,100,10,0.00038,15.210996543485386,ours,2.0,44
0,100,10,0.0,5.537933004253569,random,2.0,45
0,100,10,0.94413,18.07669869423931,full,2.0,45
0,100,10,0.79308,18.512643880872822,unaware,2.0,45
0,100,10,0.01304,15.56350252759378,ours,2.0,45
0,100,10,0.0,5.615407453762428,random,2.0,46
0,100,10,0.7705499999999998,18.8147534441249,full,2.0,46
0,100,10,0.74273,18.81047803936098,unaware,2.0,46
0,100,10,5e-05,15.846685403335336,ours,2.0,46
0,100,10,0.0,5.268990357696243,random,2.0,47
0,100,10,0.89987,18.148960825036525,full,2.0,47
0,100,10,0.7259,18.24634486036239,unaware,2.0,47
0,100,10,0.00267,15.190878203850149,ours,2.0,47
0,100,10,0.0,5.310142744755573,random,2.0,48
0,100,10,0.73769,18.195549392931554,full,2.0,48
0,100,10,0.6751799999999999,18.149674300406346,unaware,2.0,48
0,100,10,0.03168,14.867525949699214,ours,2.0,48
0,100,10,0.0,5.517170815123614,random,2.0,49
0,100,10,0.8583999999999999,18.38342824566,full,2.0,49
0,100,10,0.6451100000000001,18.59299728211105,unaware,2.0,49
0,100,10,0.0,15.703136649568801,ours,2.0,49
0,100,10,0.0,5.470038595015788,random,2.0,50
0,100,10,0.8357199999999999,18.51435037872886,full,2.0,50
0,100,10,0.68819,18.47633371756614,unaware,2.0,50
0,100,10,0.03995,15.336304814240513,ours,2.0,50
